,Cliente,UF,Ano da Operação,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada
127,KEPLER WEBER SA, RS,2002-01-01,2878300,2886904.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
128,KEPLER WEBER SA, RS,2002-01-01,1439150,1443452.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
129,KEPLER WEBER SA, RS,2002-01-01,5756600,5773808.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS
130,KEPLER WEBER SA, RS,2002-01-01,2878300,2886904.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
131,RECOURO INDUSTRIA DE COURO RECONSTITUIDO LTDA, RJ,2002-01-01,2936062,3137601.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"BANCO BRADESCO S,A,"
132,TEXTIL DALUTEX LTDA, SP,2002-01-01,2881600,2891706.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
133,FRS S/A AGRO AVICOLA INDUSTRIAL, RS,2002-01-01,14739500,14782070.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
134,KEPLER WEBER SA, RS,2002-01-01,1473950,1478816.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO UNICO S,A,"
135,BISON INDUSTRIA DE CALCADOS LTDA, RS,2002-01-01,23586750,23628123.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO UNICO S,A,"
136,CALCADOS DILLY S/A, RS,2002-01-01,3269200,3277969.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
137,CALCADOS DILLY S/A, RS,2002-01-01,4903800,4903800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
138,POMIFRAI FRUTICULTURA SA, SC,2002-01-01,2599146,2604776.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
139,INDUSTRIA DE FRIOS E PESCA LTDA, AL,2002-01-01,1738935,1743420.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
140,FRS S/A AGRO AVICOLA INDUSTRIAL, RS,2002-01-01,17142500,17179636.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
141,FRS S/A AGRO AVICOLA INDUSTRIAL, RS,2002-01-01,10285500,10315209.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
142,FRS S/A AGRO AVICOLA INDUSTRIAL, RS,2002-01-01,3428500,3439818.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO MODAL S,A,"
143,FRS S/A AGRO AVICOLA INDUSTRIAL, RS,2002-01-01,10285500,10307782.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
144,INDUSTRIA CAMPINEIRA DE SABAO E GLICERINA LIMITADA, SP,2002-01-01,617494,619277.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
145,"TRIANGULO PISOS E PAINEIS LTDA,", PR,2002-01-01,3073200,3082706.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
146,COUROTEX IND COM E EXPORTACAO DE COUROS LTDA, BA,2002-01-01,716934,719328.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MICRO,PRIVADA,"ITAU UNIBANCO S,A,"
147,"BLANVER FARMOQUIMICA E FARMACEUTICA S,A,", SP,2002-01-01,816903,803320.0,INDUSTRIA DE TRANSFORMAÇÃO,"Farmoquímico, farmacêutico",MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
148,"BLANVER FARMOQUIMICA E FARMACEUTICA S,A,", SP,2002-01-01,816903,818503.0,INDUSTRIA DE TRANSFORMAÇÃO,"Farmoquímico, farmacêutico",MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,"
149,ANGELO CAMILOTTI CIA LTDA, PR,2002-01-01,810770,812023.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
150,IPE AGRO AVICOLA LTDA, SP,2002-01-01,1400262,1403726.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO INDUSTRIAL DO BRASIL S/A
151,CERAMARTE LIMITADA, SC,2002-01-01,1161385,1251979.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
152,SAMPLA DO BRASIL INDUSTRIA E COMERCIO DE CORREIAS LTDA, SP,2002-01-01,288830,311530.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
153,SAMPLA DO BRASIL INDUSTRIA E COMERCIO DE CORREIAS LTDA, SP,2002-01-01,288830,289783.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
154,EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A, PE,2002-01-01,958645,570927.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,"BANCO BRADESCO S,A,"
155,CALCADOS CHICARONI LTDA, SP,2002-01-01,490509,490509.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,BANCO LUSO BRASILEIRO S/A
156,CALCADOS CHICARONI LTDA, SP,2002-01-01,817514,817514.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,BANCO LUSO BRASILEIRO S/A
157,EXPORTADORA BOM RETIRO LTDA, RS,2002-01-01,641880,768354.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,BANCO DO BRASIL SA
158,EXPORTADORA BOM RETIRO LTDA, RS,2002-01-01,2567520,2567520.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,BANCO DO BRASIL SA
159,EXPORTADORA BOM RETIRO LTDA, RS,2002-01-01,641880,768354.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
160,EXPORTADORA BOM RETIRO LTDA, RS,2002-01-01,2567520,2567520.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
161,CALCADOS PRICAWI LTDA - EPP, RS,2002-01-01,1604700,1607180.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
162,FAMOSSUL MADEIRAS S/A, PR,2002-01-01,968300,969596.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos diversos,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
163,LINEA PARANA MADEIRAS LTDA, PR,2002-01-01,642656,643517.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO FINANCIAMENTOS S,A,"
164,AGRICOLA FRAIBURGO SA, SC,2002-01-01,4877271,4774413.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
165,ROHDEN PORTAS E ARTEFATOS DE MADEIRA LTDA, SC,2002-01-01,6509926,7979703.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,SEM NOME
166,FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA, SP,2002-01-01,3092300,3096120.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
167,FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA, SP,2002-01-01,3092300,3096120.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
168,FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA, SP,2002-01-01,3092300,3096120.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
169,FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA, SP,2002-01-01,3092300,3096120.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
170,USINA CAETE S A, AL,2002-01-01,6158800,6057200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
171,"MAKOUROS DO BRASIL LTDA,", RS,2002-01-01,476460,477490.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
172,VIENA SIDERURGICA S/A, MG,2002-01-01,923820,908580.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
173,"MOINHO IGUACU AGROINDUSTRIAL S,A,", PR,2002-01-01,1539700,1594200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
174,SEIFUN COMERCIO E INDUSTRIA LTDA, SP,2002-01-01,941280,943121.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,BANCO DO BRASIL SA
175,TECNOVIN DO BRASIL LTDA, RS,2002-01-01,1539700,1511150.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
176,JBS S/A, SP,2002-01-01,4619100,5488950.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
177,"TAURUS ARMAS S,A,", RS,2002-01-01,3385962,3407293.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
178,"CARAMURU ALIMENTOS S,A,", GO,2002-01-01,2463520,2499120.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
179,SOYCOMEX COMERCIAL E EXPORTADORA LTDA, PR,2002-01-01,24635200,31159200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
180,SUCOCITRICO CUTRALE LTDA, SP,2002-01-01,25133600,24178400.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
181,"MINERVA S,A,", SP,2002-01-01,3141700,3751600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,"
182,CURTUME TOURO LTDA, SP,2002-01-01,1256680,1208920.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
183,"MONTECITRUS TRADING S/A,", SP,2002-01-01,4712550,4782600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,"
184,"MONTECITRUS TRADING S/A,", SP,2002-01-01,3141700,3188400.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,"
185,HENRICH CIA LTDA, RS,2002-01-01,942510,945360.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
186,ASA AGRICOLA SANTO ANTONIO SA, BA,2002-01-01,1265728,1267031.0,AGROPECUÁRIA E PESCA,Agropecuária,MICRO,PRIVADA,"BANCO MODAL S,A,"
187,AGRONOL AGRO INDUSTRIAL S/A, BA,2002-01-01,3006104,3009198.0,INDUSTRIA DE TRANSFORMAÇÃO,Bebidas,MÉDIA,PRIVADA,"BANCO MODAL S,A,"
188,TBM - TEXTIL BEZERRA DE MENEZES S/A, CE,2002-01-01,3141700,3645000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS
189,CONFAB INDUSTRIAL SOCIEDADE ANONIMA, SP,2002-01-01,15708500,15727902.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
190,"ADIBOARD S,A, - GRUPO ITAUTEC PHILCO", SP,2002-01-01,9425100,9435771.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO SAFRA S,A,"
191,COOPAVEL COOPERATIVA AGROINDUSTRIAL, PR,2002-01-01,3141700,3098800.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
192,MARCOPOLO SA, RS,2002-01-01,15708500,15653000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
193,BRASKEM PETROQUIMICA LTDA, SP,2002-01-01,6283400,6291807.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
194,"OLEOPLAN S,A, OLEOS VEGETAIS PLANALTO", RS,2002-01-01,848259,850824.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
195,FRISA FRIGORIFICO RIO DOCE S/A, ES,2002-01-01,942510,934590.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
196,"SCHAEFFLER BRASIL LTDA,", SP,2002-01-01,9425100,9443532.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
197,LUK DO BRASIL EMBREAGENS LTDA, SP,2002-01-01,3141700,3145904.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA
198,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS", SP,2002-01-01,3141700,3150600.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,BANCO PINE S/A
199,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS", SP,2002-01-01,3141700,3150600.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,BANCO PINE S/A
200,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS", SP,2002-01-01,1570850,1575300.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,BANCO PINE S/A
201,LOUIS DREYFUS COMPANY BRASIL S/A, SP,2002-01-01,25133600,25060000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
202,"ACOS VILLARES S/A,", SP,2002-01-01,4712550,4767450.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
203,AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS L, SP,2002-01-01,6283400,6296981.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA
204,MWM INTERNATIONAL INDUSTRIA DE MOTORES DA AMERICA DO SU, SP,2002-01-01,3151581,3160014.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SAFRA S,A,"
205,USINA CAETE S A, AL,2002-01-01,6283400,6197600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
206,USINA CAETE S A, AL,2002-01-01,4398380,4449620.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
207,TINTO HOLDING LTDA, SP,2002-01-01,6283400,6308652.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SAFRA S,A,"
208,APUCACOUROS INDUSTRIA E EXPORTACAO DE COUROS S/A, PR,2002-01-01,942510,908580.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
209,CIA IMPORTADORA E EXPORTADORA COIMEX, SP,2002-01-01,12454400,13537200.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,MASSA FALIDA DO BANCO SANTOS
210,GUARANY INDUSTRIA E COMERCIO LTDA, SP,2002-01-01,311360,338430.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,BANCO DO BRASIL SA
211,BRACELL SP CELULOSE LTDA, SP,2002-01-01,7784000,7809750.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
212,USINA MOEMA ACUCAR E ALCOOL LTDA, SP,2002-01-01,9340800,9371700.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
213,"SCHAEFFLER BRASIL LTDA,", SP,2002-01-01,12454400,12477467.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
214,"SCHAEFFLER BRASIL LTDA,", SP,2002-01-01,3113600,3117124.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
215,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA, BA,2002-01-01,24908800,24954933.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
216,MARCOPOLO SA, RS,2002-01-01,9340800,9371700.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
217,ELEVA ALIMENTOS S/A, RS,2002-01-01,9340800,9364828.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
218,"VANCOUROS INDUSTRIA E COMERCIO DE COUROS LTDA,", PR,2002-01-01,311360,302860.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
219,WYNY DO BRASIL IND E COM DE COUROS LTDA, PR,2002-01-01,622720,605720.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
220,FORD MOTOR COMPANY BRASIL LTDA, SP,2002-01-01,24908800,24228800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
221,"ASGA S,A", SP,2002-01-01,124544,149402.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
222,"ASGA S,A", SP,2002-01-01,498176,498176.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
223,COMPANHIA CACIQUE DE CAFE SOLUVEL, PR,2002-01-01,3113600,3123900.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
224,EXPORTADORA BOM RETIRO LTDA, RO,2002-01-01,615760,769825.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS"
225,"MONTECITRUS TRADING S/A,", SP,2002-01-01,7784000,7971000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
226,CALCADOS ANDREZA S/A, RS,2002-01-01,3113600,3725700.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,"
227,MADEIRANIT MADEIRAS LTDA, MT,2002-01-01,404768,470808.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
228,INDUSTRIAS ARTEFAMA SA, SC,2002-01-01,1556800,1692150.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,"
229,MADEM SA INDUSTRIA E COMERCIO DE MADEIRAS E EMBALAGENS, RS,2002-01-01,1556800,1559683.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
230,RHODIA POLIAMIDA E ESPECIALIDADES SA, SP,2002-01-01,10586240,13128420.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO MODAL S,A,"
231,OXITENO S A INDUSTRIA E COMERCIO, SP,2002-01-01,9340800,9363867.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ITAUBANK S,A"
232,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS", SP,2002-01-01,3078800,3324000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
233,"ACOS VILLARES S/A,", SP,2002-01-01,6157600,7789800.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO UNICO S,A,"
234,AJINOMOTO DO BRASIL INDUSTRIA E COMERCIO DE ALIMENTOS L, SP,2002-01-01,3078800,3088308.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA
235,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS", SP,2002-01-01,3078800,3150600.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
236,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS", SP,2002-01-01,1539400,1575300.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
237,"USINAS SIDERURGICAS DE MINAS GERAIS S/A, USIMINAS", SP,2002-01-01,3078800,3150600.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,CHINA CONSTRUCTION BANK (BRASIL) BANCO MULTIPLO S/A
238,TBM - TEXTIL BEZERRA DE MENEZES S/A, CE,2002-01-01,3078800,3123900.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
239,"TDK ELECTRONICS DO BRASIL LTDA,", RS,2002-01-01,6157600,6168370.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
240,"FITESA S,A,", RS,2002-01-01,1539400,1575300.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA
241,ESTEVE S/A, ES,2002-01-01,3078800,3123900.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
242,INTERCONTINENTAL ADMINISTRADORA LTDA, SC,2002-01-01,1539400,1561950.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,"
243,TERRANOVA BRASIL LTDA, SC,2002-01-01,6157600,6768600.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
244,SEARA IND E COM DE PRODUTOS AGRO-PECUARIOS LTDA, PR,2002-01-01,923640,939360.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
245,EXPORTADORA BOM RETIRO LTDA, RO,2002-01-01,2463040,2463040.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS"
246,FRS S/A AGRO AVICOLA INDUSTRIAL, RS,2002-01-01,9236400,9236400.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BOSTON NEGOCIOS E PARTICIPACOES LTDA,"
247,ELEVA ALIMENTOS S/A, RS,2002-01-01,4618200,4629603.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO UNICO S,A,"
