,Cliente,UF,Ano da Operação,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada
2905,TINTO HOLDING LTDA, SP,2006-01-01,32188500,32277000.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2906,TINTO HOLDING LTDA, SP,2006-01-01,128754000,128754000.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2907,TINTO HOLDING LTDA, SP,2006-01-01,21459000,21518000.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,BANCO DO BRASIL SA
2908,DAY BRASIL S/A, SP,2006-01-01,429180,413520.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2909,DAY BRASIL S/A, SP,2006-01-01,1716720,1716720.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2910,FORD MOTOR COMPANY BRASIL LTDA, SP,2006-01-01,10729500,10732500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
2911,FORD MOTOR COMPANY BRASIL LTDA, SP,2006-01-01,42918000,42918000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
2912,TINTO HOLDING LTDA, SP,2006-01-01,8584000,8607200.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
2913,TINTO HOLDING LTDA, SP,2006-01-01,34336000,34336000.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
2914,LG ELECTRONICS DO BRASIL LTDA, SP,2006-01-01,17168000,17168000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2915,WEG EXPORTADORA S/A, SC,2006-01-01,25764000,25764000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2916,SULZER BRASIL S A, SP,2006-01-01,1073500,1073500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2917,"MARFRIG GLOBAL FOODS S,A,", SP,2006-01-01,4312000,4064200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO J, SAFRA S,A"
2918,"MARFRIG GLOBAL FOODS S,A,", SP,2006-01-01,17248000,17248000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO J, SAFRA S,A"
2919,AMSTED-MAXION FUNDICAO E EQUIPAMENTOS FERROVIARIOS S/A, SP,2006-01-01,21518000,21518000.0,INDUSTRIA DE TRANSFORMAÇÃO,Outros equip transporte,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2920,"VULCABRAS AZALEIA - CE, CALCADOS E ARTIGOS ESPORTIVOS S", CE,2006-01-01,21497000,21497000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2921,"C,VALE - COOPERATIVA AGROINDUSTRIAL", PR,2007-01-01,1282800,1257840.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO BOCOM BBM S,A,"
2922,"C,VALE - COOPERATIVA AGROINDUSTRIAL", PR,2007-01-01,5131200,5131200.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO BOCOM BBM S,A,"
2923,VALE GRANDE INDUSTRIA E COMERCIO DE ALIMENTOS S/A, MT,2007-01-01,2561040,2554320.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SEM NOME
2924,VALE GRANDE INDUSTRIA E COMERCIO DE ALIMENTOS S/A, MT,2007-01-01,10244160,10244160.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,SEM NOME
2925,DAMBROZ EMPREENDIMENTOS E ADMINISTRACAO LTDA, RS,2007-01-01,320580,320580.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
2926,FERRAZ BRASIL MARMORES E GRANITOS LTDA, ES,2007-01-01,1073700,1068000.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,MÉDIA,PRIVADA,BANCO DO BRASIL SA
2927,LG ELECTRONICS DO BRASIL LTDA, SP,2007-01-01,17179200,17179200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,BANCO DO BRASIL SA
2928,MOVEIS SANDRIN LTDA, RS,2007-01-01,537625,537625.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,"BANCO BRADESCO S,A,"
2929,CARGILL AGRICOLA S A, SP,2007-01-01,6451500,6268800.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2930,CARGILL AGRICOLA S A, SP,2007-01-01,25806000,25806000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2931,SULZER BRASIL S A, SP,2007-01-01,5601620,5601620.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
2932,MARCOPOLO SA, RS,2007-01-01,17204000,17204000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA
2933,PEVAL S A, BA,2007-01-01,3229126,3229126.0,INDUSTRIA EXTRATIVA,Indústria Extrativa,MÉDIA,PRIVADA,BANCO PINE S/A
2934,SEARA ALIMENTOS LTDA, SC,2007-01-01,6466800,6240600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2935,SEARA ALIMENTOS LTDA, SC,2007-01-01,25867200,25867200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2936,STEMAC SA GRUPOS GERADORES EM RECUPERACAO JUDICIAL, RS,2007-01-01,3000000,3000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,SOLUTO II PARTICIPACOES S/A - EM LIQUIDACAO ORDINARIA E
2937,"CNH INDUSTRIAL BRASIL LTDA,", MG,2007-01-01,42814000,42814000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2938,LG ELECTRONICS DO BRASIL LTDA, SP,2007-01-01,17125450,17125450.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2939,WEG EXPORTADORA S/A, SC,2007-01-01,25688400,25688400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2940,LOUIS DREYFUS COMPANY BRASIL S/A, SP,2007-01-01,3431040,3253280.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2941,LOUIS DREYFUS COMPANY BRASIL S/A, SP,2007-01-01,13724160,13724160.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2942,ELIANE S/A - REVESTIMENTOS CERAMICOS, SC,2007-01-01,1279740,1151880.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
2943,ELIANE S/A - REVESTIMENTOS CERAMICOS, SC,2007-01-01,5118960,5118960.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
2944,IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA, RJ,2007-01-01,202416500,202416500.0,COMERCIO E SERVICOS,Informação e comunicação,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
2945,"COTEMINAS S,A,", MG,2007-01-01,25641600,25041600.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
2946,SCHULZ S/A, SC,2007-01-01,11966080,11966080.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2947,SCHULZ S/A, SC,2007-01-01,2991520,2946160.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2948,"COTEMINAS S,A,", MG,2007-01-01,102566400,102566400.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
2949,"JUMIL-JUSTINO DE MORAIS, IRMAOS S/A", SP,2007-01-01,3000000,3000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
2950,LOUIS DREYFUS COMPANY BRASIL S/A, SP,2007-01-01,2990400,2846620.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2951,LOUIS DREYFUS COMPANY BRASIL S/A, SP,2007-01-01,11961600,11961600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2952,AGROSPE - AGRO INDUSTRIAL SAO PEDRO DE VACARIA LTDA, RS,2007-01-01,433163,433163.0,AGROPECUÁRIA E PESCA,Agropecuária,PEQUENA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL
2953,"SANTISTA WORK SOLUTION S,A,", SP,2007-01-01,4272000,4158400.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2954,"SANTISTA WORK SOLUTION S,A,", SP,2007-01-01,17088000,17088000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2955,"VULCABRAS AZALEIA-BA,CALCADOS E ARTIGOS ESPORTIVOS S/A", BA,2007-01-01,10680000,10680000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
2956,INCEPA REVESTIMENTOS CERAMICOS LTDA, PR,2007-01-01,1998877,1955456.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2957,INCEPA REVESTIMENTOS CERAMICOS LTDA, PR,2007-01-01,7995508,7995508.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2958,FORD MOTOR COMPANY BRASIL LTDA, SP,2007-01-01,10664500,10664500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"FINANCEIRA ALFA S,A, CREDITO, FINANCIAMENTO E INVESTIME"
2959,FRS S/A AGRO AVICOLA INDUSTRIAL, RS,2007-01-01,1425480,1436766.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
2960,FRS S/A AGRO AVICOLA INDUSTRIAL, RS,2007-01-01,5701919,5701919.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,"
2961,"MAXION SISTEMAS AUTOMOTIVOS LTDA,", SP,2007-01-01,4192800,4158400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA
2962,"MAXION SISTEMAS AUTOMOTIVOS LTDA,", SP,2007-01-01,16771200,16771200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA
2963,"MAXION SISTEMAS AUTOMOTIVOS LTDA,", SP,2007-01-01,4192800,4158400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2964,"MAXION SISTEMAS AUTOMOTIVOS LTDA,", SP,2007-01-01,16771200,16771200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2965,PRENSAS SCHULER S A, SP,2007-01-01,13541109,13541109.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
2966,"TDK ELECTRONICS DO BRASIL LTDA,", RS,2007-01-01,2998800,3006511.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
2967,"TDK ELECTRONICS DO BRASIL LTDA,", RS,2007-01-01,11995200,11995200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
2968,LG ELECTRONICS DO BRASIL LTDA, SP,2007-01-01,16716800,16716800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
2969,MARCOPOLO SA, RS,2007-01-01,15672000,15672000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
2970,MARCOPOLO SA, RS,2007-01-01,15672000,15672000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2971,WEG EXPORTADORA S/A, SC,2007-01-01,25095600,25095600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO DO BRASIL SA
2972,FORD MOTOR COMPANY BRASIL LTDA, SP,2007-01-01,10383000,10383000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BNP PARIBAS BRASIL S,A,"
2973,"TDK ELECTRONICS DO BRASIL LTDA,", RS,2007-01-01,2003328,2014368.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2974,"TDK ELECTRONICS DO BRASIL LTDA,", RS,2007-01-01,8013312,8013312.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2975,"MAHLE METAL LEVE S,A,", SP,2007-01-01,22954800,22662200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2976,"MAHLE METAL LEVE S,A,", SP,2007-01-01,91819200,91819200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2977,CIBER EQUIPAMENTOS RODOVIARIOS LTDA, RS,2007-01-01,1669440,1669440.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2978,LEARDINI PESCADOS LTDA, SC,2007-01-01,2482697,2482697.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
2979,"VULCABRAS AZALEIA - CE, CALCADOS E ARTIGOS ESPORTIVOS S", CE,2007-01-01,21182000,21182000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
2980,INDUSTRIA CERAMICA FRAGNANI LTDA, SP,2007-01-01,212600,203400.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
2981,INDUSTRIA CERAMICA FRAGNANI LTDA, SP,2007-01-01,850400,850400.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
2982,CIBER EQUIPAMENTOS RODOVIARIOS LTDA, RS,2007-01-01,2126000,2126000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO CITIBANK S A
2983,UPA UMBUZEIRO PRODUCOES AGRICOLAS LTDA, BA,2007-01-01,2127400,2127400.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,"BANCO ITAUBANK S,A"
2984,CIBER EQUIPAMENTOS RODOVIARIOS LTDA, RS,2007-01-01,1056050,1056050.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
2985,CIBER EQUIPAMENTOS RODOVIARIOS LTDA, RS,2007-01-01,2112100,2112100.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
2986,"MAXION SISTEMAS AUTOMOTIVOS LTDA,", SP,2007-01-01,1473780,1423800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2987,"MAXION SISTEMAS AUTOMOTIVOS LTDA,", SP,2007-01-01,5895120,5895120.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2988,PRENSAS SCHULER S A, SP,2007-01-01,3018396,3018396.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2989,PRENSAS SCHULER S A, SP,2007-01-01,2429574,2429574.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2990,PRENSAS SCHULER S A, SP,2007-01-01,2986481,2986481.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
2991,TINTO HOLDING LTDA, SP,2007-01-01,2090200,2063700.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BNP PARIBAS BRASIL S,A,"
2992,TINTO HOLDING LTDA, SP,2007-01-01,8360800,8360800.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BNP PARIBAS BRASIL S,A,"
2993,NOKIA DO BRASIL TECNOLOGIA LTDA, AM,2007-01-01,105220000,105220000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,BANCO CITIBANK S A
2994,LATINA ELETRODOMESTICOS S/A, SC,2007-01-01,199918,193050.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
2995,LATINA ELETRODOMESTICOS S/A, SC,2007-01-01,799672,799672.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
2996,LATINA ELETRODOMESTICOS S/A, SP,2007-01-01,52610,52610.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
2997,LG ELECTRONICS DO BRASIL LTDA, SP,2007-01-01,16727054,16727054.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
2998,WEG EXPORTADORA S/A, SC,2007-01-01,25090800,25090800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
2999,"MARFRIG GLOBAL FOODS S,A,", SP,2007-01-01,6274500,6093600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3000,"MARFRIG GLOBAL FOODS S,A,", SP,2007-01-01,6274500,6075600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA
3001,"MARFRIG GLOBAL FOODS S,A,", SP,2007-01-01,25098000,25098000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3002,"MARFRIG GLOBAL FOODS S,A,", SP,2007-01-01,25098000,25098000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,BANCO DO BRASIL SA
3003,"MARFRIG GLOBAL FOODS S,A,", SP,2007-01-01,6274500,6093600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3004,"MARFRIG GLOBAL FOODS S,A,", SP,2007-01-01,25098000,25098000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3005,LG ELECTRONICS DO BRASIL LTDA, SP,2007-01-01,83660000,83660000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,"
3006,FRAS-LE SA, RS,2007-01-01,6237600,5976600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3007,FRAS-LE SA, RS,2007-01-01,24950400,24950400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3008,PRENSAS SCHULER S A, SP,2007-01-01,3029524,3029524.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO CITIBANK S A
3009,"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,", SP,2007-01-01,24811200,24286800.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3010,"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,", SP,2007-01-01,99244800,99244800.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3011,"INDUSTRIA DE MADEIRAS FAQUEADAS IPUMIRIM S,A,", SC,2007-01-01,1137180,1137180.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"BANCO BRADESCO S,A,"
3012,"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,", SP,2007-01-01,16521600,16191200.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,BANCO DO BRASIL SA
3013,"BRIDGESTONE DO BRASIL INDUSTRIA E COMERCIO LTDA,", SP,2007-01-01,66086400,66086400.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,BANCO DO BRASIL SA
3014,CEBRACE CRISTAL PLANO LTDA, SP,2007-01-01,6195600,6079800.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3015,CEBRACE CRISTAL PLANO LTDA, SP,2007-01-01,24782400,24782400.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
3016,DURATEX COMERCIAL EXPORTADORA S A, SP,2007-01-01,3304320,3109600.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3017,DURATEX COMERCIAL EXPORTADORA S A, SP,2007-01-01,13217280,13217280.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3018,DAY BRASIL S/A, SP,2007-01-01,413040,404340.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
3019,DAY BRASIL S/A, SP,2007-01-01,1652160,1652160.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO"
3020,BERNARDO QUIMICA S/A, SP,2007-01-01,7986519,7986519.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,MÉDIA,PRIVADA,BANCO DO BRASIL SA
3021,SCANIA LATIN AMERICA LTDA, SP,2007-01-01,124296000,124296000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA
3022,FORD MOTOR COMPANY BRASIL LTDA, SP,2007-01-01,10358000,10358000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA
3023,RANDON SA IMPLEMENTOS E PARTICIPACOES, RS,2007-01-01,61434000,61434000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,"
3024,"CNH INDUSTRIAL BRASIL LTDA,", MG,2007-01-01,15358500,15358500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,"
3025,"CNH INDUSTRIAL BRASIL LTDA,", MG,2007-01-01,15358500,15358500.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,BANCO DO BRASIL SA
3026,"CNH INDUSTRIAL BRASIL LTDA,", MG,2007-01-01,10239000,10239000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,"
3027,MASTER SISTEMAS AUTOMOTIVOS LTDA, RS,2007-01-01,3071700,2988300.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,"
