,Cliente,UF,Ano da Operação,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada,Contribuição do UF ao PIB Nacional (%)
6972,LATICINIOS TIROLEZ LTDA,São Paulo,2016,969300,969300.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3251955204768358
6703,JOYSON SAFETY SYSTEMS BRASIL LTDA,São Paulo,2016,36003000,36003000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.3251955204768358
6699,"ZF DO BRASIL LTDA,",São Paulo,2016,30094398,30094398.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3251955204768358
6900,SCANIA LATIN AMERICA LTDA,São Paulo,2016,193098000,193098000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO CITIBANK S A,0.3251955204768358
6773,VILLARES METALS SA,São Paulo,2016,7024430,7024430.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3251955204768358
6980,PRENSAS SCHULER S A,São Paulo,2016,9932873,9932873.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3251955204768358
6981,CALCADOS FERRACINI LTDA,São Paulo,2016,4079108,4079108.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3251955204768358
6982,PRENSAS SCHULER S A,São Paulo,2016,10333800,10333800.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.3251955204768358
6984,VILLARES METALS SA,São Paulo,2016,14000000,14000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3251955204768358
6985,VILLARES METALS SA,São Paulo,2016,6000000,6000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3251955204768358
6987,GOODYEAR DO BRASIL PRODUTOS DE BORRACHA LTDA,São Paulo,2016,82550303,82550303.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.3251955204768358
6989,"PIRELLI PNEUS LTDA,",São Paulo,2016,73122336,73122336.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3251955204768358
6990,"PIRELLI PNEUS LTDA,",São Paulo,2016,31338144,31338144.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3251955204768358
6991,PRENSAS SCHULER S A,São Paulo,2016,10652220,10652220.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3251955204768358
6992,PRENSAS SCHULER S A,São Paulo,2016,10652220,10652220.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.3251955204768358
6696,"ZF DO BRASIL LTDA,",São Paulo,2016,29885555,29885555.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.3251955204768358
6697,"MAHLE METAL LEVE S,A,",São Paulo,2016,65767500,65767500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.3251955204768358
6698,"MAHLE METAL LEVE S,A,",São Paulo,2016,34423065,34423065.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.3251955204768358
6700,VOLKSWAGEN TRUCK & BUS INDUSTRIA E COMERCIO DE VEICULOS,São Paulo,2016,176935000,176935000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3251955204768358
6774,VILLARES METALS SA,São Paulo,2016,3010470,3010470.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.3251955204768358
6904,PEUGEOT-CITROEN DO BRASIL AUTOMOVEIS LTDA,Rio de Janeiro,2016,23627250,23627250.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO CITIBANK S A,0.10214830138094545
6761,OXITENO NORDESTE S A INDUSTRIA E COMERCIO,Bahia,2016,26323500,26323500.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.041270606674271945
6978,COMPANHIA FABRIL LEPPER,Santa Catarina,2016,1322578,1322578.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6966,"ZEN S,A, INDUSTRIA METALURGICA",Santa Catarina,2016,5179525,5179525.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6965,GTS DO BRASIL LTDA,Santa Catarina,2016,4500000,4500000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04095409731314106
6939,"CIA, HERING",Santa Catarina,2016,7683600,7683600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,BANCO CITIBANK S A,0.04095409731314106
6938,"CIA, HERING",Santa Catarina,2016,17928400,17928400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,BANCO CITIBANK S A,0.04095409731314106
6935,TUPY S/A,Santa Catarina,2016,45000000,45000000.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04095409731314106
6760,OXITENO NORDESTE S A INDUSTRIA E COMERCIO,Bahia,2016,61421500,61421500.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.041270606674271945
6933,"GDC ALIMENTOS S,A",Santa Catarina,2016,6853560,6853560.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.04095409731314106
6932,DASS SUL CALCADOS E ARTIGOS ESPORTIVOS LTDA,Santa Catarina,2016,2105022,2105022.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.04095409731314106
6931,DASS SUL CALCADOS E ARTIGOS ESPORTIVOS LTDA,Santa Catarina,2016,4911718,4911718.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.04095409731314106
6924,TUPY S/A,Santa Catarina,2016,44827770,44827770.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.04095409731314106
6894,METALBO INDUSTRIA DE FIXADORES METALICOS LTDA,Santa Catarina,2016,6532400,6532400.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6893,INCASA INDUSTRIA E COMERCIO CATARINENSE S A,Santa Catarina,2016,5977146,5977146.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04095409731314106
6892,INCASA INDUSTRIA E COMERCIO CATARINENSE S A,Santa Catarina,2016,13946674,13946674.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04095409731314106
6891,"LIBRELATO S,A, IMPLEMENTOS RODOVIARIOS",Santa Catarina,2016,11459000,11459000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.04095409731314106
6868,"A,M,C, TEXTIL LTDA,",Santa Catarina,2016,867120,867120.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6867,"A,M,C, TEXTIL LTDA,",Santa Catarina,2016,2023280,2023280.0,INDUSTRIA DE TRANSFORMAÇÃO,"Confec, vestuário e acessórios",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6866,MALHAS MENEGOTTI INDUSTRIA TEXTIL LTDA,Santa Catarina,2016,1771254,1771254.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6865,MALHAS MENEGOTTI INDUSTRIA TEXTIL LTDA,Santa Catarina,2016,4132926,4132926.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6986,INDUMAK MAQUINAS LTDA,Santa Catarina,2016,2094198,2094198.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.04095409731314106
6864,ELECTRO ACO ALTONA S A,Santa Catarina,2016,4895100,4895100.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6993,SIDERURGICA CATARINENSE LTDA,Santa Catarina,2016,268800,268800.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,MÉDIA,PRIVADA,CAIXA ECONOMICA FEDERAL,0.04095409731314106
6914,MARCOPOLO SA,Rio Grande do Sul,2016,32372000,32372000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0652046803102342
6768,MARCOPOLO SA,Rio Grande do Sul,2016,48774600,48774600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0652046803102342
6769,MARCOPOLO SA,Rio Grande do Sul,2016,69536000,69536000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342
6770,MARCOPOLO SA,Rio Grande do Sul,2016,20942400,20942400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.0652046803102342
6797,KEPLER WEBER INDUSTRIAL S/A,Rio Grande do Sul,2016,19329950,19329950.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342
6821,"KILLING S,A, TINTAS E ADESIVOS",Rio Grande do Sul,2016,1348116,1348116.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0652046803102342
6822,"KILLING S,A, TINTAS E ADESIVOS",Rio Grande do Sul,2016,577764,577764.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0652046803102342
6826,MOULD INDUSTRIA DE MATRIZES LTDA,Rio Grande do Sul,2016,997260,997260.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342
6831,TANAC SA,Rio Grande do Sul,2016,2711106,2711106.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0652046803102342
6832,TANAC SA,Rio Grande do Sul,2016,1161902,1161902.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0652046803102342
6833,TANAC SA,Rio Grande do Sul,2016,2707161,2707161.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.0652046803102342
6834,TANAC SA,Rio Grande do Sul,2016,1160212,1160212.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.0652046803102342
6839,MAQUINAS SANMARTIN LTDA,Rio Grande do Sul,2016,3071696,3071696.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342
6840,MAQUINAS SANMARTIN LTDA,Rio Grande do Sul,2016,3973172,3973172.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342
6847,JOHN DEERE BRASIL LTDA,Rio Grande do Sul,2016,13873020,13873020.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342
6848,JOHN DEERE BRASIL LTDA,Rio Grande do Sul,2016,59455800,59455800.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342
6874,KEPLER WEBER INDUSTRIAL S/A,Rio Grande do Sul,2016,9589329,9589329.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.0652046803102342
6875,RASIP ALIMENTOS LTDA,Rio Grande do Sul,2016,2787612,2787612.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.0652046803102342
6876,RASIP ALIMENTOS LTDA,Rio Grande do Sul,2016,1194691,1194691.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.0652046803102342
6909,CALCADOS SANDRA LTDA,Rio Grande do Sul,2016,3160200,3160200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342
6995,JJ THOMAZI & CIA LTDA,Santa Catarina,2016,2082332,2082332.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.04095409731314106
6854,"TEXTIL FARBE S,A",Santa Catarina,2016,900000,900000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04095409731314106
6853,"TEXTIL FARBE S,A",Santa Catarina,2016,2100000,2100000.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04095409731314106
6846,METALURGICA TRAPP LTDA                       (83238832),Santa Catarina,2016,4954650,4954650.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6923,CALCADOS SANDRA LTDA,Rio Grande do Sul,2016,4860450,4860450.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342
6940,CALCADOS SANDRA LTDA,Rio Grande do Sul,2016,3201500,3201500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342
6941,"FCC - INDUSTRIA E COMERCIO LTDA,",Rio Grande do Sul,2016,5154415,5154415.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342
6942,"FCC - INDUSTRIA E COMERCIO LTDA,",Rio Grande do Sul,2016,2209035,2209035.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342
6973,"KILLING S,A, TINTAS E ADESIVOS",Rio Grande do Sul,2016,1622450,1622450.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0652046803102342
6983,"H, KUNTZLER & CIA, LTDA,",Rio Grande do Sul,2016,10000000,10000000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0652046803102342
6994,KLL EQUIPAMENTOS PARA TRANSPORTE S/A,Rio Grande do Sul,2016,1478817,1478817.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",MÉDIA,PRIVADA,"BADESUL DESENVOLVIMENTO S,A, - AGENCIA DE FOMENTO/RS",0.0652046803102342
6787,"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,40421472,40421472.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.10214830138094545
6788,"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,17323488,17323488.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.10214830138094545
6789,"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,102497304,102497304.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.10214830138094545
6790,"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,43927416,43927416.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.10214830138094545
6791,"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,86136232,86136232.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.10214830138094545
6792,"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,36915528,36915528.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.10214830138094545
6793,"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,33203352,33203352.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.10214830138094545
6794,"GERDAU ACOS LONGOS S,A,",Rio de Janeiro,2016,14230008,14230008.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.10214830138094545
6814,GUANAPACK - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA,Rio de Janeiro,2016,3859765,3859765.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.10214830138094545
6815,GUANAPACK - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA,Rio de Janeiro,2016,1654185,1654185.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.10214830138094545
6819,GUANAPACK - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA,Rio de Janeiro,2016,2478980,2478980.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.10214830138094545
6820,GUANAPACK - INDUSTRIA DE EMBALAGENS PLASTICAS LTDA,Rio de Janeiro,2016,1062420,1062420.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.10214830138094545
6702,METALURGICA TRAPP LTDA                       (83238832),Santa Catarina,2016,3100000,3100000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6707,"BUDDEMEYER S,A,",Santa Catarina,2016,2496200,2496200.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04095409731314106
6708,"BUDDEMEYER S,A,",Santa Catarina,2016,1069800,1069800.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04095409731314106
6709,DOCOL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2016,9984800,9984800.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04095409731314106
6845,SINCOL SA INDUSTRIA E COMERCIO,Santa Catarina,2016,322052,322052.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6844,SINCOL SA INDUSTRIA E COMERCIO,Santa Catarina,2016,751455,751455.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6807,ELECTRO ACO ALTONA S A,Santa Catarina,2016,2036040,2036040.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO J, SAFRA S,A",0.04095409731314106
6804,WEG EQUIPAMENTOS ELETRICOS S/A,Santa Catarina,2016,169670000,169670000.0,COMERCIO E SERVICOS,"Ativ imobil, profissional e adm",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6798,INMES INDUSTRIAL LTDA,Santa Catarina,2016,1485968,1485968.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.04095409731314106
6796,"ZEN S,A, INDUSTRIA METALURGICA",Santa Catarina,2016,10169100,10169100.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04095409731314106
6795,"ZEN S,A, INDUSTRIA METALURGICA",Santa Catarina,2016,11863950,11863950.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6759,DOCOL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2016,5264700,5264700.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6751,ADAMI SA MADEIRAS,Santa Catarina,2016,9145986,9145986.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.04095409731314106
6762,"MEDABIL INDUSTRIA EM SISTEMAS CONSTRUTIVOS S,A",Rio Grande do Sul,2016,14885490,14885490.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342
6750,ADAMI SA MADEIRAS,Santa Catarina,2016,21340634,21340634.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.04095409731314106
6734,DOCOL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2016,2516570,2516570.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6733,MARCEGAGLIA DO BRASIL LTDA,Santa Catarina,2016,1294236,1294236.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6732,MARCEGAGLIA DO BRASIL LTDA,Santa Catarina,2016,3019884,3019884.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6723,PLASSON DO BRASIL LTDA,Santa Catarina,2016,5425200,5425200.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6722,"GDC ALIMENTOS S,A",Santa Catarina,2016,5581481,5581481.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.04095409731314106
6721,"GDC ALIMENTOS S,A",Santa Catarina,2016,13023457,13023457.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.04095409731314106
6720,WEG EQUIPAMENTOS ELETRICOS S/A,Santa Catarina,2016,180840000,180840000.0,COMERCIO E SERVICOS,"Ativ imobil, profissional e adm",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6719,WEG EQUIPAMENTOS ELETRICOS S/A,Santa Catarina,2016,361680000,361680000.0,COMERCIO E SERVICOS,"Ativ imobil, profissional e adm",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6710,DOCOL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2016,4279200,4279200.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04095409731314106
6735,DOCOL INDUSTRIA E COMERCIO LTDA,Santa Catarina,2016,1078530,1078530.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04095409731314106
6741,DANA INDUSTRIAS LTDA,Rio Grande do Sul,2016,50810127,50810127.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0652046803102342
6934,"GDC ALIMENTOS S,A",Santa Catarina,2016,2937240,2937240.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.04095409731314106
6728,DANA INDUSTRIAS LTDA,Rio Grande do Sul,2016,41151770,41151770.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO INDUSTRIAL DO BRASIL S/A,0.0652046803102342
6784,GERDAU ACOMINAS S/A,Minas Gerais,2016,34440744,34440744.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.08690093547506209
