,Cliente,UF,Ano da Operação,Valor da Operação em R$,Valor Desembolsado em Reais,Setor CNAE,Subsetor CNAE Agrupado,Porte do cliente,Natureza,Instituição Financeira Credenciada,Contribuição do UF ao PIB Nacional (%)
2196,JBS S/A,São Paulo,2005,4639600,4523600.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.34232389615471237
2197,JBS S/A,São Paulo,2005,18558400,18558400.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.34232389615471237
2198,FORD MOTOR COMPANY BRASIL LTDA,São Paulo,2005,11598500,11598500.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.34232389615471237
2199,POLIMOLD INDUSTRIAL S/A,São Paulo,2005,2326900,2326900.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.34232389615471237
2202,KIMBERLY-CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS,São Paulo,2005,4602400,4446200.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.34232389615471237
2355,CBS S/A COMPANHIA BRASILEIRA DE SANDALIAS,Pernambuco,2005,2332700,2332700.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.023145988986174936
2354,CBS S/A COMPANHIA BRASILEIRA DE SANDALIAS,Pernambuco,2005,583175,568225.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.023145988986174936
2351,EBFT EMPRESA BRASILEIRA DE FRUTAS TROPICAIS LTDA,Pernambuco,2005,741376,741376.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.023145988986174936
2350,EBFT EMPRESA BRASILEIRA DE FRUTAS TROPICAIS LTDA,Pernambuco,2005,185344,179056.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.023145988986174936
2339,QUALIMAR COMERCIO IMPORTACAO E EXPORTACAO,Pernambuco,2005,300000,300000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,"BANCO CETELEM S,A,",0.023145988986174936
2314,EMPRESA BRASILEIRA DE BEBIDAS E ALIMENTOS S/A,Pernambuco,2005,100000,100000.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,MÉDIA,PRIVADA,"BANCO CETELEM S,A,",0.023145988986174936
2193,FRUTIVITA S/A,Pernambuco,2005,590925,570675.0,AGROPECUÁRIA E PESCA,Agropecuária,PEQUENA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.023145988986174936
1937,IRMAOS COUTINHO INDUSTRIA DE COUROS S/A,Pernambuco,2005,523363,523363.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.023145988986174936
2154,VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES,São Paulo,2005,37507200,37507200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.34232389615471237
1989,MAGNESITA S/A,Minas Gerais,2005,1923040,1868240.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.08678051268663278
2153,VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES,São Paulo,2005,9376800,9204800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.34232389615471237
2148,"MAHLE METAL LEVE S,A,",São Paulo,2005,4751600,4751600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.34232389615471237
2033,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,1493460,1404300.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.04067654720558926
2034,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,5973840,5973840.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.04067654720558926
2035,ACUMULADORES MOURA S A,Bahia,2005,1200000,1097602.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BOCOM BBM S,A,",0.04067654720558926
2036,ACUMULADORES MOURA S A,Bahia,2005,4800000,4800000.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BOCOM BBM S,A,",0.04067654720558926
2055,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,489100,488780.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.04067654720558926
2056,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,1956400,1956400.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.04067654720558926
2025,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,13793920,13793920.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04067654720558926
2085,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,3320100,3276700.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04067654720558926
2091,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,4780200,4799000.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.04067654720558926
2092,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,19120800,19120800.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.04067654720558926
2093,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,14334000,14416800.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04067654720558926
2094,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,57336000,57336000.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.04067654720558926
2105,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,940880,945480.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.04067654720558926
2106,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,3763520,3763520.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.04067654720558926
2086,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,13280400,13280400.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04067654720558926
2353,SEARA COMERCIO DE ALIMENTOS LTDA,Santa Catarina,2005,2790480,2790480.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0375701770132835
2024,MONSANTO NORDESTE IND COM DE PRODUTOS QUIMICOS LTDA,Bahia,2005,3448480,3276700.0,INDUSTRIA DE TRANSFORMAÇÃO,Química,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04067654720558926
2014,"MAGNESITA MINERACAO S,A,",Bahia,2005,961160,934120.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04067654720558926
2041,LG ELECTRONICS DA AMAZONIA LTDA,Amazonas,2005,15930224,15930224.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.01565517350420335
2040,LG ELECTRONICS DA AMAZONIA LTDA,Amazonas,2005,3982556,3791036.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.01565517350420335
1931,SIEMENS ELETROELETRONICA S/A,Amazonas,2005,29732891,29732891.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.01565517350420335
1892,SIEMENS ELETROELETRONICA S/A,Amazonas,2005,13499662,13499662.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.01565517350420335
2362,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",Minas Gerais,2005,37572800,37572800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.08678051268663278
2361,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",Minas Gerais,2005,9393200,8880800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.08678051268663278
2015,"MAGNESITA MINERACAO S,A,",Bahia,2005,3844640,3844640.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.04067654720558926
2360,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",Minas Gerais,2005,75145600,75145600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.08678051268663278
2303,FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA,Minas Gerais,2005,4502200,4502200.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.08678051268663278
2302,FERRERO DO BRASIL IND DOCEIRA E ALIMENTAR LTDA,Minas Gerais,2005,1125550,1162700.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.08678051268663278
2273,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",Minas Gerais,2005,36465600,36465600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.08678051268663278
1954,UPA UMBUZEIRO PRODUCOES AGRICOLAS LTDA,Bahia,2005,1730330,1730330.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,"BANCO ITAUBANK S,A",0.04067654720558926
2007,PAQUETA BAHIA LTDA,Bahia,2005,968080,947760.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.04067654720558926
2008,PAQUETA BAHIA LTDA,Bahia,2005,3872320,3872320.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.04067654720558926
2359,"FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA,",Minas Gerais,2005,18786400,17905600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.08678051268663278
2352,SEARA COMERCIO DE ALIMENTOS LTDA,Santa Catarina,2005,697620,671460.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.0375701770132835
2349,INDUMAK MAQUINAS LTDA,Santa Catarina,2005,707448,707448.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"ITAU UNIBANCO S,A,",0.0375701770132835
2348,SEARA COMERCIO DE ALIMENTOS LTDA,Santa Catarina,2005,1879760,1879760.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0375701770132835
2201,SEARA COMERCIO DE ALIMENTOS LTDA,Santa Catarina,2005,1864000,1864000.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.0375701770132835
2200,SEARA COMERCIO DE ALIMENTOS LTDA,Santa Catarina,2005,466000,450700.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.0375701770132835
2181,"TIGRE S,A, PARTICIPACOES",Santa Catarina,2005,13571600,13571600.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0375701770132835
2180,"TIGRE S,A, PARTICIPACOES",Santa Catarina,2005,3392900,3151540.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0375701770132835
2172,FRAME MADEIRAS ESPECIAIS LTDA,Santa Catarina,2005,2188440,2041380.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0375701770132835
2157,SEARA COMERCIO DE ALIMENTOS LTDA,Santa Catarina,2005,1890960,1890960.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.0375701770132835
2209,WEG EXPORTADORA S/A,Santa Catarina,2005,27614400,27614400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0375701770132835
2156,SEARA COMERCIO DE ALIMENTOS LTDA,Santa Catarina,2005,472740,444620.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"BANCO ABC BRASIL S,A,",0.0375701770132835
2151,MOVEIS RUDNICK S A,Santa Catarina,2005,468440,460240.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0375701770132835
2142,MOVEIS RUDNICK S A,Santa Catarina,2005,3707040,3707040.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0375701770132835
2141,MOVEIS RUDNICK S A,Santa Catarina,2005,926760,917480.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0375701770132835
2138,MOVEIS RUDNICK S A,Santa Catarina,2005,1852080,1852080.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0375701770132835
2137,MOVEIS RUDNICK S A,Santa Catarina,2005,463020,450660.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0375701770132835
2117,TEMASA INDUSTRIA DE MOVEIS LTDA,Santa Catarina,2005,702119,702119.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0375701770132835
2152,MOVEIS RUDNICK S A,Santa Catarina,2005,1873760,1873760.0,INDUSTRIA DE TRANSFORMAÇÃO,Móveis,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0375701770132835
2229,WEG EXPORTADORA S/A,Santa Catarina,2005,26908800,26908800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,BANCO DO BRASIL SA,0.0375701770132835
2236,CABOS DE MADEIRAS SOMBRIO LTDA,Santa Catarina,2005,427617,427617.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,PEQUENA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0375701770132835
2277,INCASA INDUSTRIA E COMERCIO CATARINENSE S A,Santa Catarina,2005,450320,439360.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0375701770132835
2347,SEARA COMERCIO DE ALIMENTOS LTDA,Santa Catarina,2005,469940,447640.0,AGROPECUÁRIA E PESCA,Agropecuária,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.0375701770132835
2345,ATLAS COMPENSADOS INDUSTRIA E COMERCIO LTDA,Santa Catarina,2005,349971,349971.0,INDUSTRIA DE TRANSFORMAÇÃO,Madeira,PEQUENA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0375701770132835
2338,WEG EXPORTADORA S/A,Santa Catarina,2005,27548400,27548400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.0375701770132835
2333,POMIFRAI FRUTICULTURA SA,Santa Catarina,2005,1635525,1635525.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.0375701770132835
2317,ALTENBURG TEXTIL LTDA,Santa Catarina,2005,1546580,1546580.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0375701770132835
2313,INCASA INDUSTRIA E COMERCIO CATARINENSE S A,Santa Catarina,2005,1790400,1790400.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0375701770132835
2312,INCASA INDUSTRIA E COMERCIO CATARINENSE S A,Santa Catarina,2005,447600,447640.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0375701770132835
2311,PRIMO TEDESCO SA,Santa Catarina,2005,1790400,1790400.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.0375701770132835
2310,PRIMO TEDESCO SA,Santa Catarina,2005,447600,469940.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.0375701770132835
2301,WEG EXPORTADORA S/A,Santa Catarina,2005,26624400,26624400.0,INDUSTRIA DE TRANSFORMAÇÃO,"Máq, aparelho eletrico",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0375701770132835
2293,SCHULZ S/A,Santa Catarina,2005,6592200,6592200.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0375701770132835
2290,AGRICOLA FRAIBURGO SA,Santa Catarina,2005,1500000,1500000.0,AGROPECUÁRIA E PESCA,Agropecuária,MÉDIA,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.0375701770132835
2284,OXFORD PORCELANAS S/A,Santa Catarina,2005,1778480,1778480.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0375701770132835
2283,OXFORD PORCELANAS S/A,Santa Catarina,2005,444620,439360.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.0375701770132835
2278,INCASA INDUSTRIA E COMERCIO CATARINENSE S A,Santa Catarina,2005,1801280,1801280.0,COMERCIO E SERVICOS,Comércio,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.0375701770132835
2149,LG ELECTRONICS DO BRASIL LTDA,São Paulo,2005,18737436,18737436.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.34232389615471237
1982,MAGNESITA S/A,Minas Gerais,2005,1902720,1902720.0,INDUSTRIA DE TRANSFORMAÇÃO,Mineral não metálico,GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.08678051268663278
1875,NETUNO ALIMENTOS S/A EM RECUPERACAO JUDICIAL,Pernambuco,2005,2080000,1991030.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO BOCOM BBM S,A,",0.023145988986174936
2204,LG ELECTRONICS DO BRASIL LTDA,São Paulo,2005,18409439,18409439.0,INDUSTRIA DE TRANSFORMAÇÃO,"Equip info, eletronico, ótico",GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.34232389615471237
2104,AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA,Rio Grande do Sul,2005,35283000,35283000.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.06282306393118112
2118,TRAMONTINA SA CUTELARIA,Rio Grande do Sul,2005,2421100,2363700.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.06282306393118112
2119,TRAMONTINA SA CUTELARIA,Rio Grande do Sul,2005,9684400,9684400.0,INDUSTRIA DE TRANSFORMAÇÃO,Produto de metal,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.06282306393118112
2122,TRAMONTINA FARROUPILHA SA INDUSTRIA METALURGICA,Rio Grande do Sul,2005,2421100,2409700.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.06282306393118112
2123,TRAMONTINA FARROUPILHA SA INDUSTRIA METALURGICA,Rio Grande do Sul,2005,9684400,9684400.0,INDUSTRIA DE TRANSFORMAÇÃO,Metalurgia,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.06282306393118112
2131,AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA,Rio Grande do Sul,2005,16763094,16763094.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"FINANCEIRA ALFA S,A, CREDITO, FINANCIAMENTO E INVESTIME",0.06282306393118112
2203,KIMBERLY-CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS,São Paulo,2005,18409600,18409600.0,INDUSTRIA DE TRANSFORMAÇÃO,Celulose e papel,GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.34232389615471237
2132,AGCO DO BRASIL COMERCIO E INDUSTRIA LTDA,Rio Grande do Sul,2005,7190605,7190605.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,GRANDE,PRIVADA,"FINANCEIRA ALFA S,A, CREDITO, FINANCIAMENTO E INVESTIME",0.06282306393118112
2146,FRS S/A AGRO AVICOLA INDUSTRIAL,Rio Grande do Sul,2005,1425480,1380720.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.06282306393118112
2147,FRS S/A AGRO AVICOLA INDUSTRIAL,Rio Grande do Sul,2005,5701919,5701919.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO FIBRA S,A,",0.06282306393118112
2171,KEPLER WEBER SA,Rio Grande do Sul,2005,7294800,7294800.0,COMERCIO E SERVICOS,Ativ financeira e seguro,GRANDE,PRIVADA,"BANCO ALFA DE INVESTIMENTO S,A,",0.06282306393118112
2189,DAMBROZ EMPREENDIMENTOS E ADMINISTRACAO LTDA,Rio Grande do Sul,2005,361935,361935.0,INDUSTRIA DE TRANSFORMAÇÃO,Máquinas e equipamentos,MÉDIA,PRIVADA,"KIRTON BANK S,A, - BANCO MULTIPLO",0.06282306393118112
2217,INDUSTRIA DE CALCADOS WEST COAST LTDA,Rio Grande do Sul,2005,182016,182600.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SOFISA S,A,",0.06282306393118112
2218,INDUSTRIA DE CALCADOS WEST COAST LTDA,Rio Grande do Sul,2005,728064,728064.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SOFISA S,A,",0.06282306393118112
2136,AGROSPE - AGRO INDUSTRIAL SAO PEDRO DE VACARIA LTDA,Rio Grande do Sul,2005,296478,296478.0,COMERCIO E SERVICOS,Comércio,MÉDIA,PRIVADA,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,0.06282306393118112
2222,PENASUL ALIMENTOS LTDA,Rio Grande do Sul,2005,4444400,4465800.0,INDUSTRIA DE TRANSFORMAÇÃO,Produtos Alimentícios,GRANDE,PRIVADA,"BANCO ITAUBANK S,A",0.06282306393118112
2077,CORDOARIA SAO LEOPOLDO SA,Rio Grande do Sul,2005,8221350,8221350.0,INDUSTRIA DE TRANSFORMAÇÃO,Têxtil,MÉDIA,PRIVADA,BANCO DO BRASIL SA,0.06282306393118112
2069,"BORRACHAS VIPAL S,A,",Rio Grande do Sul,2005,15214080,15214080.0,INDUSTRIA DE TRANSFORMAÇÃO,Borracha e plástico,GRANDE,PRIVADA,"ITAU UNIBANCO S,A,",0.06282306393118112
1992,INDUSTRIA DE CALCADOS WEST COAST LTDA,Rio Grande do Sul,2005,1942896,1942896.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO SAFRA S,A,",0.06282306393118112
2002,MARCOPOLO SA,Rio Grande do Sul,2005,19428800,19428800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO BRADESCO S,A,",0.06282306393118112
2003,MARCOPOLO SA,Rio Grande do Sul,2005,17000200,17000200.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO SANTANDER (BRASIL) S,A,",0.06282306393118112
2006,RANDON SA IMPLEMENTOS E PARTICIPACOES,Rio Grande do Sul,2005,9680800,9680800.0,INDUSTRIA DE TRANSFORMAÇÃO,"Veículo, reboque e carroceria",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.06282306393118112
2010,PAQUETA CALCADOS LTDA,Rio Grande do Sul,2005,1452120,1421640.0,INDUSTRIA DE TRANSFORMAÇÃO,"Couro, artefato e calçado",GRANDE,PRIVADA,"BANCO VOTORANTIM S,A,",0.06282306393118112
